playerID,name,pos
fieldpr01,Prince Fielder,1B
gonzaad01,Adrian Gonzalez,1B
reyesjo01,Jose Reyes,SS
soriaal01,Alfonso Soriano,2B
victosh01,Shane Victorino,CF
grandcu01,Curtis Granderson,CF
longoev01,Evan Longoria,3B
brantmi02,Michael Brantley,LF
encared01,Edwin Encarnacion,DH
youngmi02,Michael Young,SS
howarry01,Ryan Howard,1B
hafnetr01,Travis Hafner,DH
morneju01,Justin Morneau,1B
riosal01,Alex Rios,RF
martivi01,Victor Martinez,C
youklke01,Kevin Youkilis,1B
mccanbr01,Brian McCann,C
gordoal01,Alex Gordon,LF
matsuhi01,Hideki Matsui,LF
heywaja01,Jason Heyward,RF
bayja01,Jason Bay,LF
ellsbja01,Jacoby Ellsbury,CF
markani01,Nick Markakis,RF
roberbr01,Brian Roberts,2B
hudsoor01,Orlando Hudson,2B
ibanera01,Raul Ibanez,LF
murphda08,Daniel Murphy,2B
sizemgr01,Grady Sizemore,CF
pencehu01,Hunter Pence,RF
uptonju01,Justin Upton,LF
pierrju01,Juan Pierre,CF
cabreme01,Melky Cabrera,LF
choosh01,Shin-Soo Choo,RF
kempma01,Matt Kemp,CF
crispco01,Coco Crisp,CF
phillbr01,Brandon Phillips,2B
santaca01,Carlos Santana,1B
sandopa01,Pablo Sandoval,3B
gardnbr01,Brett Gardner,LF
butlebi03,Billy Butler,DH
burrepa01,Pat Burrell,LF
pradoma01,Martin Prado,3B
kendrho01,Howie Kendrick,2B
cuddymi01,Michael Cuddyer,RF
ethiean01,Andre Ethier,RF
hillaa01,Aaron Hill,2B
simmoan01,Andrelton Simmons,SS
reddijo01,Josh Reddick,RF
lindad01,Adam Lind,1B
cespeyo01,Yoenis Cespedes,LF
hartco01,Corey Hart,RF
scutama01,Marco Scutaro,SS
larocad01,Adam LaRoche,1B
overbly01,Lyle Overbay,1B
spande01,Denard Span,CF
andruel01,Elvis Andrus,SS
jonesad01,Adam Jones,CF
napolmi01,Mike Napoli,C
pearcst01,Steve Pearce,LF
bruceja01,Jay Bruce,RF
figgich01,Chone Figgins,3B
seageky01,Kyle Seager,3B
escobyu01,Yunel Escobar,SS
byrdma01,Marlon Byrd,CF
ruizca01,Carlos Ruiz,C
paganan01,Angel Pagan,CF
penaca01,Carlos Peña,1B
crawfbr01,Brandon Crawford,SS
loneyja01,James Loney,1B
diazma02,Matt Diaz,LF
quentca01,Carlos Quentin,LF
swishni01,Nick Swisher,RF
ellisma01,Mark Ellis,2B
rossco01,Cody Ross,CF
uribeju01,Juan Uribe,3B
willijo03,Josh Willingham,LF
drewst01,Stephen Drew,SS
lucrojo01,Jonathan Lucroy,C
murphda07,David Murphy,LF
hawpebr01,Brad Hawpe,RF
scottlu01,Luke Scott,DH
martiru01,Russell Martin,C
bournmi01,Michael Bourn,CF
parrage01,Gerardo Parra,LF
fowlede01,Dexter Fowler,CF
atkinga01,Garrett Atkins,3B
peraljh01,Jhonny Peralta,SS
blaloha01,Hank Blalock,3B
gomezca01,Carlos Gomez,CF
infanom01,Omar Infante,2B
dejesda01,David DeJesus,CF
ramiral03,Alexei Ramirez,SS
tracych01,Chad Tracy,3B
hardyjj01,J. J. Hardy,SS
cabreas01,Asdrubal Cabrera,SS
chaveen01,Endy Chavez,CF
davisra01,Rajai Davis,CF
ramoswi01,Wilson Ramos,C
gutiefr01,Franklin Gutierrez,CF
hallbi03,Bill Hall,SS
youngch04,Chris Young,CF
denorch01,Chris Denorfia,RF
joycema01,Matt Joyce,RF
blakeca01,Casey Blake,3B
dysonja01,Jarrod Dyson,CF
moralke01,Kendrys Morales,DH
podsesc01,Scott Podsednik,LF
sanchfr01,Freddy Sanchez,2B
baldero01,Rocco Baldelli,CF
derosma01,Mark DeRosa,2B
rossda01,David Ross,C
barmecl01,Clint Barmes,SS
kotchca01,Casey Kotchman,1B
reverbe01,Ben Revere,CF
fordle01,Lew Ford,LF
uptonbj01,B. J. Upton,CF
credejo01,Joe Crede,3B
francje02,Jeff Francoeur,RF
gloadro01,Ross Gload,1B
johnsre02,Reed Johnson,LF
raburry01,Ryan Raburn,LF
smithse01,Seth Smith,LF
aokino01,Nori Aoki,RF
carroja01,Jamey Carroll,2B
castrst01,Starlin Castro,SS
wilsoja02,Jack Wilson,SS
aybarer01,Erick Aybar,SS
izturma01,Maicer Izturis,3B
ludwiry01,Ryan Ludwick,RF
suzukku01,Kurt Suzuki,C
ugglada01,Dan Uggla,2B
walkene01,Neil Walker,2B
gerutjo01,Jody Gerut,RF
mclouna01,Nate McLouth,CF
kipnija01,Jason Kipnis,2B
maybica01,Cameron Maybin,CF
davisch02,Chris Davis,1B
hinsker01,Eric Hinske,3B
kubelja01,Jason Kubel,DH
cozarza01,Zack Cozart,SS
freesda01,David Freese,3B
bartlja01,Jason Bartlett,SS
jacksau01,Austin Jackson,CF
morsemi01,Mike Morse,LF
sotoge01,Geovany Soto,C
jacksco01,Conor Jackson,1B
lowrije01,Jed Lowrie,SS
johnske05,Kelly Johnson,2B
felizpe01,Pedro Feliz,3B
alonsyo01,Yonder Alonso,1B
branyru01,Russell Branyan,3B
keppije01,Jeff Keppinger,2B
nortogr01,Greg Norton,3B
headlch01,Chase Headley,3B
chiselo01,Lonnie Chisenhall,3B
gentrcr01,Craig Gentry,CF
jayjo02,Jon Jay,CF
hairsje02,Jerry Hairston,2B
jasojo01,John Jaso,C
callaal01,Alberto Callaspo,3B
churcry01,Ryan Church,RF
venabwi01,Will Venable,RF
reynoma01,Mark Reynolds,3B
spilbry01,Ryan Spilborghs,LF
iannech01,Chris Iannetta,C
rasmuco01,Colby Rasmus,CF
bakerje03,Jeff Baker,2B
thamema01,Marcus Thames,LF
gomesjo01,Jonny Gomes,LF
wiggity01,Ty Wigginton,3B
desmoia01,Ian Desmond,SS
iguchta01,Tadahito Iguchi,2B
wietema01,Matt Wieters,C
youngde03,Delmon Young,LF
craigal01,Allen Craig,1B
rosarwi01,Wilin Rosario,C
weeksri01,Rickie Weeks,2B
doumiry01,Ryan Doumit,C
lawribr01,Brett Lawrie,3B
hairssc01,Scott Hairston,LF
nunezed02,Eduardo Nunez,3B
schiena01,Nate Schierholtz,RF
theriry01,Ryan Theriot,SS
fukudko01,Kosuke Fukudome,RF
ingebr01,Brandon Inge,3B
taverwi01,Willy Taveras,CF
deazaal01,Alejandro De Aza,LF
matsuka01,Kazuo Matsui,2B
avilemi01,Mike Aviles,SS
morgany01,Nyjer Morgan,CF
montemi01,Miguel Montero,C
coghlch01,Chris Coghlan,LF
custja01,Jack Cust,DH
garkory01,Ryan Garko,1B
izturce01,Cesar Izturis,SS
jennide01,Desmond Jennings,CF
lewisfr02,Fred Lewis,LF
sweenry01,Ryan Sweeney,RF
bartoda02,Daric Barton,1B
sanchga01,Gaby Sanchez,1B
trumbma01,Mark Trumbo,1B
everead01,Adam Everett,SS
escobal02,Alcides Escobar,SS
hermije01,Jeremy Hermida,RF
lopezjo01,Jose Lopez,2B
betemwi01,Wilson Betemit,3B
blumge01,Geoff Blum,3B
puntoni01,Nick Punto,2B
valenda01,Danny Valencia,3B
cantujo01,Jorge Cantu,3B
torrean02,Andres Torres,CF
bardjo01,Josh Bard,C
hanigry01,Ryan Hanigan,C
jonesga02,Garrett Jones,1B
roberry01,Ryan Roberts,3B
schumsk01,Skip Schumaker,2B
johjike01,Kenji Johjima,C
teahema01,Mark Teahen,3B
gonzaal02,Alex Gonzalez,SS
cervefr01,Francisco Cervelli,C
francbe01,Ben Francisco,LF
jacobmi02,Mike Jacobs,1B
mossbr01,Brandon Moss,1B
milesaa01,Aaron Miles,2B
navardi01,Dioner Navarro,C
blanche01,Henry Blanco,C
martile01,Leonys Martin,CF
sogarer01,Eric Sogard,2B
tabatjo01,Jose Tabata,LF
dudalu01,Lucas Duda,1B
ankieri01,Rick Ankiel,CF
casilal01,Alexi Casilla,2B
blancgr01,Gregor Blanco,CF
greenkh01,Khalil Greene,SS
bloomwi01,Willie Bloomquist,SS
castiwe01,Welington Castillo,C
coraal01,Alex Cora,SS
dobbsgr01,Greg Dobbs,3B
iwamuak01,Akinori Iwamura,2B
nixla01,Laynce Nix,LF
millela02,Lastings Milledge,LF
pauliro01,Ronny Paulino,C
ryanbr01,Brendan Ryan,SS
smoakju01,Justin Smoak,1B
snydech02,Chris Snyder,C
valbulu01,Luis Valbuena,3B
barajro01,Rod Barajas,C
kouzmke01,Kevin Kouzmanoff,3B
navada01,Daniel Nava,LF
alvarpe01,Pedro Alvarez,3B
davisik02,Ike Davis,1B
hundlni01,Nick Hundley,C
torreyo01,Yorvit Torrealba,C
younger03,Eric Young Jr.,LF
cartech02,Chris Carter,1B
ellisaj01,A. J. Ellis,C
barneda01,Darwin Barney,2B
bonifem01,Emilio Bonifacio,2B
saundmi01,Michael Saunders,LF
heisech01,Chris Heisey,LF
pennicl01,Cliff Pennington,SS
santira01,Ramon Santiago,SS
browndo01,Domonic Brown,LF
lairdge01,Gerald Laird,C
penabr01,Brayan Peña,C
plouftr01,Trevor Plouffe,3B
snidetr01,Travis Snider,LF
stubbdr01,Drew Stubbs,CF
betanyu01,Yuniesky Betancourt,SS
forsylo01,Logan Forsythe,2B
mercejo03,Jordy Mercer,SS
mcgehca01,Casey McGehee,3B
lahaibr01,Bryan LaHair,1B
bourjpe01,Peter Bourjos,CF
mesorde01,Devin Mesoraco,C
olivomi01,Miguel Olivo,C
rodrise01,Sean Rodriguez,2B
crosbbo01,Bobby Crosby,SS
mcdonjo03,John McDonald,SS
boescbr01,Brennan Boesch,RF
castrja01,Jason Castro,C
johnsch05,Chris Johnson,3B
gwynnto02,Tony Gwynn Jr.,CF
ackledu01,Dustin Ackley,2B
descada01,Daniel Descalso,2B
rosalad01,Adam Rosales,2B
vicieda01,Dayan Viciedo,LF
harribr01,Brendan Harris,SS
saltaja01,Jarrod Saltalamacchia,C
beckhgo01,Gordon Beckham,2B
espinda01,Danny Espinosa,2B
norride01,Derek Norris,C
cabreev01,Everth Cabrera,SS
molinjo01,Jose Molina,C
castijo02,Jose Castillo,2B
leonsa01,Sandy Leon,C
shoppke01,Kelly Shoppach,C
cedenro02,Ronny Cedeno,SS
hannaja01,Jack Hannahan,3B
tejadru01,Ruben Tejada,SS
buckjo01,John Buck,C
flowety01,Tyler Flowers,C
arencjp01,J. P. Arencibia,C
amarial01,Alexi Amarista,SS
mathije01,Jeff Mathis,C
aaronha01,Hank Aaron,RF
mayswi01,Willie Mays,CF
yastrca01,Carl Yastrzemski,LF
robinfr02,Frank Robinson,RF
clemero01,Roberto Clemente,RF
morgajo02,Joe Morgan,2B
mccovwi01,Willie McCovey,1B
carewro01,Rod Carew,2B
benchjo01,Johnny Bench,C
stargwi01,Willie Stargell,LF
willibi01,Billy Williams,LF
rosepe01,Pete Rose,3B
killeha01,Harmon Killebrew,3B
smithre06,Reggie Smith,CF
jacksre01,Reggie Jackson,RF
santoro01,Ron Santo,3B
cedence01,Cesar Cedeno,CF
olivato01,Tony Oliva,RF
colavro01,Rocky Colavito,RF
robinbr01,Brooks Robinson,3B
cepedor01,Orlando Cepeda,1B
bondsbo01,Bobby Bonds,RF
cashno01,Norm Cash,1B
allendi01,Dick Allen,3B
cartyri01,Rico Carty,LF
marisro01,Roger Maris,RF
torrejo01,Joe Torre,C
wynnji01,Jim Wynn,CF
perezto01,Tony Perez,3B
pinsova01,Vada Pinson,CF
otisam01,Amos Otis,CF
daviswi02,Willie Davis,CF
powelbo01,Boog Powell,1B
ceyro01,Ron Cey,3B
brocklo01,Lou Brock,LF
aloufe01,Felipe Alou,RF
staubru01,Rusty Staub,RF
whitebi03,Bill White,1B
whitero01,Roy White,LF
nettlgr01,Graig Nettles,3B
grichbo01,Bobby Grich,2B
retteme01,Merv Rettenmund,RF
allisbo01,Bob Allison,LF
baylodo01,Don Baylor,LF
bandosa01,Sal Bando,3B
blairpa01,Paul Blair,CF
munsoth01,Thurman Munson,C
callijo01,Johnny Callison,RF
howarel01,Elston Howard,C
maybejo01,John Mayberry,1B
howarfr01,Frank Howard,LF
murcebo01,Bobby Murcer,CF
watsobo01,Bob Watson,1B
scottge02,George Scott,1B
aparilu01,Luis Aparicio,SS
blombro01,Ron Blomberg,DH
floodcu01,Curt Flood,CF
lopesda01,Davey Lopes,2B
bufordo01,Don Buford,LF
fairlro01,Ron Fairly,1B
freehbi01,Bill Freehan,C
moneydo01,Don Money,3B
hartji01,Jim Ray Hart,3B
francti01,Tito Francona,LF
wagnele01,Leon Wagner,LF
cardejo02,Jose Cardenal,CF
bostoly01,Lyman Bostock,CF
rudijo01,Joe Rudi,LF
gonzato01,Tony Gonzalez,CF
brownga01,Gates Brown,LF
covinwe01,Wes Covington,LF
hebneri01,Richie Hebner,3B
hortowi01,Willie Horton,LF
minchdo01,Don Mincher,1B
northji01,Jim Northrup,RF
petrori01,Rico Petrocelli,SS
ziskri01,Richie Zisk,LF
hislela01,Larry Hisle,LF
davisto02,Tommy Davis,LF
siebeno01,Norm Siebern,1B
willsma01,Maury Wills,SS
alouma01,Matty Alou,CF
johnsja01,Jay Johnstone,RF
robinbi02,Bill Robinson,LF
robinfl01,Floyd Robinson,RF
gentiji01,Jim Gentile,1B
groatdi01,Dick Groat,SS
sanguma01,Manny Sanguillen,C
tolanbo01,Bobby Tolan,CF
mondari01,Rick Monday,CF
hintoch01,Chuck Hinton,LF
tenacge01,Gene Tenace,C
carbobe01,Bernie Carbo,RF
harpeto01,Tommy Harper,LF
garrra01,Ralph Garr,LF
pinielo01,Lou Piniella,LF
campabe01,Bert Campaneris,SS
bailebo01,Bob Bailey,3B
clenddo01,Donn Clendenon,1B
motama01,Manny Mota,LF
tovarce01,Cesar Tovar,CF
batteea01,Earl Battey,C
fregoji01,Jim Fregosi,SS
jonescl01,Cleon Jones,LF
hendeke01,Ken Henderson,CF
mazerbi01,Bill Mazeroski,2B
romanjo01,John Romano,C
conigto01,Tony Conigliaro,RF
malzofr01,Frank Malzone,3B
mayle01,Lee May,1B
parkewe01,Wes Parker,1B
crawfwi01,Willie Crawford,RF
ageeto01,Tommie Agee,CF
mccarti01,Tim McCarver,C
colemgo01,Gordy Coleman,1B
johnsda02,Davey Johnson,2B
brandja01,Jackie Brandt,CF
greenle01,Lenny Green,CF
kingmda01,Dave Kingman,LF
mcauldi01,Dick McAuliffe,SS
jonesma01,Mack Jones,CF
briggjo02,John Briggs,LF
cashda01,Dave Cash,2B
hallji02,Jimmie Hall,CF
heldwo01,Woodie Held,SS
mayele01,Lee Maye,LF
pearsal02,Albie Pearson,CF
kellypa01,Pat Kelly,RF
halleto01,Tom Haller,C
unserde01,Del Unser,CF
fergujo01,Joe Ferguson,C
milnejo01,John Milner,1B
stennre01,Rennie Stennett,2B
roberbo01,Bob Robertson,1B
johnsal01,Alex Johnson,LF
mayca01,Carlos May,LF
geigega01,Gary Geiger,CF
altmage01,George Altman,RF
braunst01,Steve Braun,LF
kingji01,Jim King,RF
mantife01,Felix Mantilla,2B
treshto01,Tom Tresh,LF
beckegl01,Glenn Beckert,2B
boyercl02,Clete Boyer,3B
geronce01,Cesar Geronimo,CF
rosebjo01,John Roseboro,C
colbena01,Nate Colbert,1B
pepitjo01,Joe Pepitone,1B
shamsar01,Art Shamsky,RF
charled01,Ed Charles,3B
jorgemi01,Mike Jorgensen,1B
northbi01,Bill North,CF
dietzdi01,Dick Dietz,C
davalvi01,Vic Davalillo,CF
stuardi01,Dick Stuart,1B
johnsbo02,Bob Johnson,SS
wardpe01,Pete Ward,3B
demetdo01,Don Demeter,CF
richabo01,Bobby Richardson,2B
mayda01,Dave May,CF
johnsde01,Deron Johnson,1B
cardele01,Leo Cardenas,SS
biittla01,Larry Biittner,1B
hickmji02,Jim Hickman,RF
clinege01,Gene Clines,LF
kirklwi01,Willie Kirkland,RF
meltobi01,Bill Melton,3B
tayloto02,Tony Taylor,2B
montawi01,Willie Montanez,1B
brownol02,Ollie Brown,RF
mcmulke01,Ken McMullen,3B
sizemte01,Ted Sizemore,2B
thomage01,George Thomas,CF
snyderu01,Russ Snyder,CF
lumpeje01,Jerry Lumpe,2B
menkede01,Denis Menke,SS
raderdo02,Doug Rader,3B
versazo01,Zoilo Versalles,SS
kraneed01,Ed Kranepool,1B
millafe01,Felix Millan,2B
phillad01,Adolfo Phillips,CF
stanlmi01,Mickey Stanley,CF
foyjo01,Joe Foy,3B
hortoto01,Tony Horton,1B
thomale03,Lee Thomas,1B
kirkped01,Ed Kirkpatrick,C
lummi01,Mike Lum,RF
hansero02,Ron Hansen,SS
milleri01,Rick Miller,CF
bressed01,Eddie Bressoud,SS
howsedi01,Dick Howser,SS
huntro01,Ron Hunt,2B
harreke01,Ken Harrelson,1B
rojasco01,Cookie Rojas,2B
thomaga01,Gary Thomasson,CF
alouje01,Jesus Alou,RF
fossera01,Ray Fosse,C
rolliri01,Rich Rollins,3B
dalrycl01,Clay Dalrymple,C
olivege01,Gene Oliver,C
patekfr01,Freddie Patek,SS
alleyge01,Gene Alley,SS
blefacu01,Curt Blefary,LF
davenji01,Jim Davenport,3B
speiech01,Chris Speier,SS
belanma01,Mark Belanger,SS
moralje01,Jerry Morales,CF
whitffr01,Fred Whitfield,1B
garrewa01,Wayne Garrett,3B
huttoto01,Tom Hutton,1B
lahoujo01,Joe Lahoud,RF
kessido01,Don Kessinger,SS
lacocpe01,Pete LaCock,1B
mccrato01,Tommy McCraw,1B
wallsle01,Lee Walls,RF
causewa01,Wayne Causey,SS
edwarjo01,Johnny Edwards,C
pagliji01,Jim Pagliaroni,C
scheiri01,Richie Scheinblum,RF
simsdu01,Duke Sims,C
spencji01,Jim Spencer,1B
caterda01,Danny Cater,1B
reeseri01,Rich Reese,1B
solaito01,Tony Solaita,1B
williwa02,Walt Williams,RF
clintlo01,Lou Clinton,RF
maddoel01,Elliott Maddox,CF
raderda01,Dave Rader,C
reichri01,Rick Reichardt,LF
ellisjo01,John Ellis,1B
javieju01,Julian Javier,2B
andremi01,Mike Andrews,2B
clarkho01,Horace Clarke,2B
fuentti01,Tito Fuentes,2B
heganmi01,Mike Hegan,1B
helmsto01,Tommy Helms,2B
mejiaro01,Roman Mejias,RF
spangal01,Al Spangler,LF
schaapa01,Paul Schaal,3B
smithwi02,Willie Smith,LF
tartajo01,Jose Tartabull,CF
adairje01,Jerry Adair,2B
harrebu01,Bud Harrelson,SS
keougma01,Marty Keough,CF
rodriau01,Aurelio Rodriguez,3B
holtji01,Jim Holt,LF
hershmi01,Mike Hershberger,RF
valenbo02,Bobby Valentine,SS
allenbe01,Bernie Allen,2B
berryke01,Ken Berry,CF
greendi01,Dick Green,2B
nixonru01,Russ Nixon,C
johnslo01,Lou Johnson,LF
lockdo01,Don Lock,CF
epstemi01,Mike Epstein,1B
oatesjo01,Johnny Oates,C
stinsbo01,Bob Stinson,C
bosweke01,Ken Boswell,2B
lefebji01,Jim Lefebvre,2B
stantle01,Leroy Stanton,RF
bradfbu01,Buddy Bradford,RF
weisal01,Al Weis,2B
williea02,Earl Williams,C
azcuejo01,Joe Azcue,C
joshuvo01,Von Joshua,CF
groteje01,Jerry Grote,C
kaskoed01,Eddie Kasko,3B
sudakbi01,Bill Sudakis,3B
chrisjo01,Joe Christopher,RF
gabrile02,Len Gabrielson,LF
kenneje01,Jerry Kenney,3B
gastoci01,Cito Gaston,CF
herrmed01,Ed Herrmann,C
uhlaete01,Ted Uhlaender,CF
wertdo01,Don Wert,3B
bryest01,Steve Brye,CF
repozro01,Roger Repoz,CF
browndi01,Dick Brown,C
grababi01,Billy Grabarkewitz,3B
hendrel01,Elrod Hendricks,C
grievto01,Tom Grieve,LF
shannmi01,Mike Shannon,3B
spikech01,Charlie Spikes,RF
alvisma01,Max Alvis,3B
gosgeji01,Jim Gosger,CF
clinety01,Ty Cline,CF
darwibo01,Bobby Darwin,RF
moranbi02,Billy Moran,2B
nelsoda01,Dave Nelson,2B
paganjo01,Jose Pagan,SS
hiattja01,Jack Hiatt,C
mittege01,George Mitterwald,C
olivebo01,Bob Oliver,1B
alomasa01,Sandy Alomar Sr.,2B
hundlra01,Randy Hundley,C
taverfr01,Frank Taveras,SS
leele02,Leron Lee,LF
salmoch01,Chico Salmon,2B
woodja01,Jake Wood,2B
brohaja01,Jack Brohamer,2B
koscoan01,Andy Kosco,RF
rodriel01,Ellie Rodriguez,C
spiezed01,Ed Spiezio,3B
swoboro01,Ron Swoboda,RF
rodgean01,Andre Rodgers,SS
amalfjo01,Joey Amalfitano,2B
josepdu01,Duane Josephson,C
brinked01,Ed Brinkman,SS
jacksso01,Sonny Jackson,SS
schmibo02,Bob Schmidt,C
asprobo01,Bob Aspromonte,3B
jonesda03,Dalton Jones,2B
mosesje01,Jerry Moses,C
satrito01,Tom Satriano,C
doylede01,Denny Doyle,2B
dyerdu01,Duffy Dyer,C
stahlla01,Larry Stahl,LF
schofdi01,Dick Schofield,SS
duffyfr01,Frank Duffy,SS
hillech01,Chuck Hiller,2B
koppejo01,Joe Koppe,SS
terreje01,Jerry Terrell,SS
cannich01,Chris Cannizzaro,C
gibbsja01,Jake Gibbs,C
leppedo02,Don Leppert,C
thompda01,Danny Thompson,SS
knoopbo01,Bobby Knoop,2B
perezma01,Marty Perez,2B
tillmbo01,Bob Tillman,C
brownla01,Larry Brown,SS
chalkda01,Dave Chalk,3B
kendafr01,Fred Kendall,C
cottich01,Chuck Cottier,2B
griffdo01,Doug Griffin,2B
etchean01,Andy Etchebarren,C
lillibo01,Bob Lillis,SS
rodgebu01,Buck Rodgers,C
tysonmi01,Mike Tyson,2B
martijc01,J. C. Martin,C
schilch01,Chuck Schilling,2B
hernaen01,Enzo Hernandez,SS
maxvida01,Dal Maxvill,SS
kennejo03,John Kennedy,3B
duncada01,Dave Duncan,C
guerrma01,Mario Guerrero,SS
smithch04,Charley Smith,3B
metzgro01,Roger Metzger,SS
popovpa01,Paul Popovich,2B
woodwwo01,Woody Woodward,SS
batemjo01,John Bateman,C
kubiate01,Ted Kubiak,2B
suthega01,Gary Sutherland,2B
amaroru01,Ruben Amaro,SS
stanlfr01,Fred Stanley,SS
mayje01,Jerry May,C
chaneda01,Darrel Chaney,SS
roofph01,Phil Roof,C
ryanmi02,Mike Ryan,C
garcipe01,Pedro Garcia,2B
harrivi01,Vic Harris,2B
casanpa01,Paul Casanova,C
michage01,Gene Michael,SS
penaro01,Roberto Peña,SS
leoned01,Eddie Leon,2B
culleti01,Tim Cullen,2B
kindaje01,Jerry Kindall,2B
lanieha01,Hal Lanier,SS
torrehe01,Hector Torres,SS
winebo01,Bobby Wine,SS
masonji01,Jim Mason,SS
charlos99,Oscar Charleston,CF
gehrilo01,Lou Gehrig,1B
gibsojo99,Josh Gibson,C
hornsro01,Rogers Hornsby,2B
ruthba01,Babe Ruth,RF
wellswi99,Willie Wells,SS
steartu99,Turkey Stearnes,CF
suttlmu99,Mule Suttles,1B
smithch12,Charlie Smith,RF
foxxji01,Jimmie Foxx,1B
leonabu99,Buck Leonard,1B
wilsoju99,Jud Wilson,1B
dimagjo01,Joe DiMaggio,CF
scalege01,George Scales,2B
simmoal01,Al Simmons,LF
mizejo01,Johnny Mize,1B
beckwjo02,John Beckwith,3B
dixonra01,Rap Dixon,RF
heilmha01,Harry Heilmann,RF
ottme01,Mel Ott,RF
johnshe01,Heavy Johnson,RF
kleinch01,Chuck Klein,RF
gehrich01,Charlie Gehringer,2B
willike01,Ken Williams,LF
greenha01,Hank Greenberg,1B
roganbu99,Bullet Rogan,CF
gosligo01,Goose Goslin,LF
torricr99,Cristóbal Torriente,CF
averiea01,Earl Averill,CF
friscfr01,Frankie Frisch,2B
mooredo02,Dobie Moore,SS
wanerpa01,Paul Waner,RF
dihigma99,Martín Dihigo,SS
dickebi01,Bill Dickey,C
wesleed01,Edgar Wesley,1B
wilsoha01,Hack Wilson,CF
odoulle01,Lefty O'Doul,LF
mackebi99,Biz Mackey,C
terrybi01,Bill Terry,1B
hermaba01,Babe Herman,RF
vaughar01,Arky Vaughan,SS
troskha01,Hal Trosky,1B
medwijo01,Joe Medwick,LF
cochrmi01,Mickey Cochrane,C
stronte01,Ted Strong,RF
manushe01,Heinie Manush,LF
reduswi01,Wilson Redus,LF
cuyleki01,Kiki Cuyler,RF
bellco99,Cool Papa Bell,CF
parnero01,Roy Parnell,LF
hafeych01,Chick Hafey,LF
lundydi01,Dick Lundy,SS
bottoji01,Jim Bottomley,1B
johnsbo01,Bob Johnson,LF
cronijo01,Joe Cronin,SS
omsal01,Alejandro Oms,CF
mcnaihu01,Hurley McNair,LF
creacde01,Dewey Creacy,3B
blackch03,Charlie Blackwell,RF
camildo01,Dolph Camilli,1B
hartnga01,Gabby Hartnett,C
rileed01,Ed Rile,1B
wheatza01,Zack Wheat,LF
fournja01,Jack Fournier,1B
wrighwi01,Wild Bill Wright,RF
combsea01,Earle Combs,CF
russebr01,Branch Russell,RF
stephri01,Riggs Stephenson,LF
carrge01,George Carr,1B
lloydpo99,John Henry Lloyd,2B
willicy01,Cy Williams,CF
cannawa01,Walter Cannady,SS
palmcl01,Clarence Palm,C
selkige01,George Selkirk,RF
bobowi01,Willie Bobo,1B
applilu01,Luke Appling,SS
careyma01,Max Carey,CF
lombaer01,Ernie Lombardi,C
cliftha01,Harlond Clift,3B
taylobe99,Ben Taylor,1B
roushed01,Edd Roush,CF
harpege02,George Harper,RF
westji01,Jim West,1B
bergewa01,Wally Berger,CF
jenkifa01,Fats Jenkins,LF
pattepa02,Pat Patterson,2B
yorkru01,Rudy York,1B
riggibi01,Bill Riggins,SS
benjaje01,Jerry Benjamin,CF
bonurze01,Zeke Bonura,1B
clarkbu01,Bus Clarkson,SS
jackstr01,Travis Jackson,SS
harrijo03,Joe Harris,1B
murrami02,Mitchell Murray,C
traynpi01,Pie Traynor,3B
johnsju99,Judy Johnson,3B
thomacl03,Clint Thomas,CF
hermabi01,Billy Herman,2B
lazzeto01,Tony Lazzeri,2B
seweljo01,Joe Sewell,SS
allenne02,Newt Allen,2B
gilesge01,George Giles,1B
jacobba01,Baby Doll Jacobson,CF
smithcl02,Clarence Smith,RF
perkibi01,Bill Perkins,C
johnswa04,Wade Johnston,LF
stoneed01,Ed Stone,RF
whitech03,Chaney White,CF
harrivi02,Vic Harris,LF
meusebo01,Bob Meusel,RF
ricesa01,Sam Rice,RF
tayloca99,Candy Jim Taylor,3B
grantge01,George Grantham,2B
walkecu01,Curt Walker,RF
chapmbe01,Ben Chapman,CF
colliri02,Ripper Collins,1B
davisst04,Steel Arm Davis,1B
russpy01,Pythias Russ,SS
vargate01,Tetelo Vargas,CF
millebi02,Bing Miller,RF
falkbi01,Bibb Falk,LF
lindsfr01,Freddie Lindstrom,3B
stonejo01,John Stone,LF
judgejo01,Joe Judge,1B
alexada01,Dale Alexander,1B
fothebo01,Bob Fothergill,LF
hillpe99,Pete Hill,CF
josepne01,Newt Joseph,3B
williji05,Jim Williams,RF
easteho01,Howard Easterling,3B
hudspro01,Robert Hudspeth,1B
meuseir01,Irish Meusel,LF
vosmijo01,Joe Vosmik,LF
williha03,Harry Williams,2B
youngro01,Ross Youngs,RF
reynoca01,Carl Reynolds,RF
whatlda01,David Whatley,RF
myerbu01,Buddy Myer,2B
bressru01,Rube Bressler,LF
hackst01,Stan Hack,3B
moseswa01,Wally Moses,RF
bluelu01,Lu Blue,1B
grimera01,Ray Grimes,1B
lyonsji01,Jimmie Lyons,LF
westsa01,Sam West,CF
currygo01,Goose Curry,RF
hurstdo01,Don Hurst,1B
robinne01,Neil Robinson,CF
drekeva01,Valentín Dreke,CF
walkege02,Gee Walker,LF
davissp01,Virgil Davis,C
hughesa01,Sammy Hughes,2B
travice01,Cecil Travis,SS
fredejo01,Johnny Frederick,CF
lewisbu01,Buddy Lewis,3B
